Gender,Degree,Specialization,CollegeState,collegeGPA,CollegeCityTier,GraduationYear,10percentage,12graduation,12percentage,CollegeTier,Salary
m,MCA,computer application,Punjab,64,0,2014,63,2008,55,2,105000
m,B.Tech/B.E.,computer engineering,Madhya Pradesh,80.26,0,2012,79.8,2007,81.2,2,490000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,72,0,2013,82.6,2009,68.4,2,350000
m,B.Tech/B.E.,electronics engineering,Uttar Pradesh,73.12,0,2014,62.3,2009,75.6,1,180000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,72.95,1,2012,89.5,2008,94.9,2,150000
m,B.Tech/B.E.,computer science & engineering,West Bengal,77.7,1,2013,64.62,2009,62.5,2,100000
m,B.Tech/B.E.,electronics & instrumentation eng,Uttar Pradesh,66.56,0,2013,89.6,2009,85.56,2,335000
m,B.Tech/B.E.,computer engineering,Uttarakhand,83.86,0,2012,75,2007,84,2,420000
f,B.Tech/B.E.,computer science & engineering,West Bengal,74,1,2014,91.12,2010,72,2,235000
m,B.Tech/B.E.,computer science & engineering,Punjab,62.5,0,2012,75,2008,66,2,60000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,67,0,2014,78.2,2010,82,1,610000
m,B.Tech/B.E.,computer engineering,Andhra Pradesh,60.13,0,2010,76.36,2006,71.5,2,115000
m,B.Tech/B.E.,computer engineering,Rajasthan,72.6,1,2010,90.83,2005,88.77,1,4000000
m,M.Tech./M.E.,electronics and communication engineering,Madhya Pradesh,81.5,0,2015,84.4,2009,88,2,180000
f,B.Tech/B.E.,information technology,Haryana,68.66,0,2012,74.2,2008,65.6,2,350000
m,B.Tech/B.E.,electronics & instrumentation eng,Orissa,89.4,0,2013,87.4,2009,75.14,2,250000
m,B.Tech/B.E.,electronics and electrical engineering,Punjab,69.93,0,2014,87,2010,76.8,2,225000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,69.4,0,2013,63,2009,56,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,68.16,0,2014,78,2010,68,2,265000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,65,1,2013,83,2009,65,2,205000
f,B.Tech/B.E.,electronics and communication engineering,Punjab,70.29,0,2015,69.6,2009,68,2,120000
m,B.Tech/B.E.,information technology,West Bengal,83.9,1,2013,73.5,2009,71.8,2,340000
f,B.Tech/B.E.,computer science & engineering,Punjab,83.22,0,2014,83.56,2010,65.56,2,105000
m,B.Tech/B.E.,electronics and electrical engineering,Orissa,80,0,2011,75,2003,70,2,280000
m,B.Tech/B.E.,computer engineering,Orissa,62,0,2012,56,2007,62,2,100000
m,B.Tech/B.E.,computer science & engineering,Punjab,73.12,0,2014,79.8,2009,66.8,2,200000
f,B.Tech/B.E.,computer science & engineering,Punjab,82.2,0,2014,88.44,2010,94.6,2,305000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,70.26,0,2012,62.8,2006,60,2,120000
m,MCA,computer application,Karnataka,75,0,2011,55,2005,69,2,505000
m,B.Tech/B.E.,computer science & engineering,Punjab,67,0,2014,84,2010,74.8,1,300000
f,B.Tech/B.E.,electronics and communication engineering,Rajasthan,77.4,0,2014,86.8,2010,78.6,2,325000
m,B.Tech/B.E.,computer science & engineering,Telangana,66,1,2013,79,2009,87.9,2,1500000
f,B.Tech/B.E.,computer engineering,Telangana,76.16,1,2012,85,2008,93.4,2,820000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,63,0,2013,85,2008,80,2,305000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,73,0,2014,79,2010,78,2,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,59.9,0,2014,60,2009,47,2,120000
m,B.Tech/B.E.,information technology,Uttar Pradesh,68.16,0,2011,61,2005,48,2,240000
m,B.Tech/B.E.,electronics & telecommunications,Maharashtra,58.54,0,2012,77.88,2008,81.5,2,95000
f,B.Tech/B.E.,information technology,Delhi,77,1,2014,90.8,2010,77,1,300000
f,B.Tech/B.E.,information science engineering,Karnataka,63.2,1,2012,74.4,2008,53.33,2,200000
m,B.Tech/B.E.,mechanical engineering,Madhya Pradesh,75.72,0,2012,80.2,2008,79.8,2,415000
m,B.Tech/B.E.,electronics and electrical engineering,Andhra Pradesh,65.4,0,2014,81.83,2010,89.1,2,110000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,74.43,0,2013,71,2008,61,2,210000
m,MCA,computer application,Uttar Pradesh,75.96,0,2014,59.33,2008,72.77,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,82.1,0,2011,81.6,2008,75.6,1,700000
f,M.Tech./M.E.,mechatronics,Maharashtra,83.5,1,2014,85.06,2007,76.5,1,350000
f,B.Tech/B.E.,computer engineering,Telangana,79,1,2015,84,2011,89.3,2,300000
f,B.Tech/B.E.,information technology,Uttar Pradesh,74,0,2012,59.6,2008,67.6,2,240000
f,B.Tech/B.E.,computer science & engineering,Haryana,77,0,2014,95,2010,89,2,310000
m,B.Tech/B.E.,computer engineering,Andhra Pradesh,61.2,0,2012,88.16,2008,92.5,2,490000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,74,0,2014,78.6,2010,79,2,330000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,75.57,0,2011,88,2006,81.4,2,650000
m,B.Tech/B.E.,information technology,Maharashtra,55.6,1,2010,88.4,2006,82,2,755000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,65,0,2011,74,2008,63,2,600000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,87.5,1,2011,80.8,2007,66.2,2,250000
m,B.Tech/B.E.,information technology,Madhya Pradesh,63.2,0,2013,68,2009,78,2,335000
m,B.Tech/B.E.,computer engineering,Maharashtra,62,0,2013,82,2007,62,2,350000
f,B.Tech/B.E.,computer engineering,Punjab,74,0,2012,70,2007,65,2,200000
f,B.Tech/B.E.,information technology,Punjab,76.6,0,2014,85.6,2010,69.6,2,150000
f,B.Tech/B.E.,electronics and communication engineering,Karnataka,74,1,2010,91,2006,85,2,680000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,73.25,1,2012,56.2,2008,70,1,200000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,62.1,0,2014,74,2009,72,2,320000
f,B.Tech/B.E.,electronics and electrical engineering,Karnataka,67,1,2013,95,2009,85,2,315000
f,B.Tech/B.E.,information technology,Uttar Pradesh,77.26,0,2014,84.4,2010,74.6,2,275000
m,B.Tech/B.E.,information technology,Maharashtra,55.89,1,2011,82.33,2008,76.89,2,470000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,65.33,1,2014,58.17,2009,64.31,2,330000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,66.72,0,2014,77,2009,70,2,250000
f,B.Tech/B.E.,electronics & telecommunications,Orissa,80,0,2013,84.4,2008,79.4,2,400000
m,B.Tech/B.E.,information technology,Chhattisgarh,66,0,2013,70.2,2009,67.4,2,120000
m,B.Tech/B.E.,automobile/automotive engineering,Orissa,70.09,0,2013,71.76,2008,61.5,2,130000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,61,0,2013,72,2009,55,2,240000
f,B.Tech/B.E.,computer engineering,Maharashtra,63.25,0,2012,76.93,2008,79.5,2,100000
m,B.Tech/B.E.,electronics and instrumentation engineering,Uttar Pradesh,66.74,0,2011,80.4,2006,80,2,650000
m,B.Tech/B.E.,electrical engineering,Karnataka,64.8,0,2014,78.4,2010,50.2,2,240000
f,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,75.04,0,2014,75,2010,71.6,2,300000
m,B.Tech/B.E.,mechanical engineering,Uttarakhand,66,0,2015,59,2010,55,2,95000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,78.96,1,2012,79,2007,72,1,240000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,96.9,1,2013,97.76,2009,96.33,2,800000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,66,0,2014,93.07,2010,90,2,145000
f,B.Tech/B.E.,information technology,Karnataka,65,0,2012,87,2008,75,2,420000
f,MCA,computer application,Rajasthan,64.67,1,2013,78,2007,66.67,2,160000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,60.65,0,2011,75.1,2003,63.9,2,240000
f,B.Tech/B.E.,computer science & engineering,Haryana,80.35,0,2014,80,2010,78,2,300000
f,B.Tech/B.E.,information technology,Tamil Nadu,83.9,1,2010,77.7,2006,85.3,2,530000
m,B.Tech/B.E.,electronics engineering,Maharashtra,61,1,2012,82,2008,76.5,2,405000
f,B.Tech/B.E.,information technology,West Bengal,81,0,2012,81,2008,76,2,90000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,68,0,2013,74,2008,65.4,2,200000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,81,1,2013,84,2009,93.4,2,350000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,71,0,2014,77.2,2010,86.1,2,340000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,74.96,0,2013,78.66,2008,70.6,2,215000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,74.5,0,2014,82.8,2010,92.4,2,280000
f,B.Tech/B.E.,information technology,Orissa,80.7,0,2011,75.4,2007,75.6,2,240000
m,B.Tech/B.E.,computer science & engineering,Haryana,67.6,0,2013,68.2,2009,61.2,2,325000
m,MCA,computer application,Madhya Pradesh,66.35,0,2013,65.8,2003,67.6,2,320000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,65.12,1,2013,80.4,2009,80.6,2,240000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,81.56,0,2013,82,2009,94.6,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,73.46,0,2012,66.67,2006,76,2,245000
m,B.Tech/B.E.,computer science & engineering,Chhattisgarh,85.3,0,2013,73.8,2008,60.8,2,335000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,72,0,2011,65,2006,76.6,2,400000
m,B.Tech/B.E.,information technology,Tamil Nadu,63.1,0,2011,75.4,2007,74.7,2,240000
f,B.Tech/B.E.,information technology,Madhya Pradesh,71,0,2014,64.2,2010,64.1,2,300000
m,MCA,computer application,Madhya Pradesh,79.1,0,2013,71.4,2007,68.8,2,170000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,74,0,2012,77.2,2008,79.8,1,180000
m,B.Tech/B.E.,information technology,Uttar Pradesh,67.98,0,2010,81.2,2005,68.4,2,425000
m,B.Tech/B.E.,information technology,Uttar Pradesh,75.4,0,2012,83,2008,83,2,480000
m,B.Tech/B.E.,information technology,Madhya Pradesh,68,0,2014,73.4,2010,65.8,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,76.91,1,2012,89.3,2007,76.4,1,140000
f,B.Tech/B.E.,electronics and communication engineering,Punjab,67.2,0,2014,64.8,2010,75.2,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,64.19,0,2012,74.8,2007,75.4,2,345000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,60.3,0,2014,68.6,2010,64.8,2,300000
m,B.Tech/B.E.,mechanical engineering,Andhra Pradesh,75.45,0,2011,90,2008,79.1,2,440000
f,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,85,0,2013,90.27,2009,95.41,2,180000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,66.6,0,2012,73.5,2008,67,2,190000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,66.66,0,2011,62.34,2006,59,2,240000
m,B.Tech/B.E.,information technology,Rajasthan,79,1,2012,63,2008,62,2,445000
f,B.Tech/B.E.,electronics and communication engineering,Haryana,77,0,2011,81,2007,77,2,500000
m,B.Tech/B.E.,information technology,Karnataka,68.75,1,2011,66.3,2007,66.67,2,410000
f,B.Tech/B.E.,electrical engineering,Andhra Pradesh,68.5,0,2012,83,2009,72.9,2,215000
m,B.Tech/B.E.,computer science & engineering,Telangana,67.2,1,2014,87.3,2010,89.9,2,600000
m,B.Tech/B.E.,information technology,Madhya Pradesh,74.3,0,2014,78.6,2009,69.4,2,350000
m,B.Tech/B.E.,mechanical engineering,Tamil Nadu,74.36,1,2014,77,2010,77.14,2,300000
m,B.Tech/B.E.,computer engineering,Orissa,72,0,2012,65,2007,45,2,180000
f,MCA,computer application,Orissa,85.4,0,2012,81.73,2006,57.11,2,120000
m,B.Tech/B.E.,mechanical engineering,Maharashtra,59.5,0,2012,73.06,2008,73.67,2,390000
f,B.Tech/B.E.,computer science & engineering,Tamil Nadu,85.5,0,2012,88,2008,83,2,175000
f,B.Tech/B.E.,electronics and electrical engineering,Madhya Pradesh,63,0,2012,78,2008,66.6,2,305000
m,B.Tech/B.E.,civil engineering,Jharkhand,67.8,0,2014,93.4,2009,63,2,405000
m,B.Tech/B.E.,computer engineering,Rajasthan,71,1,2013,85,2009,76,2,350000
f,B.Tech/B.E.,electronics and communication engineering,Kerala,71,0,2013,90,2009,89.26,2,325000
f,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,90.44,0,2012,88.34,2007,71,2,340000
f,B.Tech/B.E.,computer science & engineering,Telangana,79.6,1,2013,92.5,2009,95.3,2,325000
m,B.Tech/B.E.,information technology,Maharashtra,58.7,1,2012,65.85,2006,56.22,2,240000
m,B.Tech/B.E.,computer science & engineering,Karnataka,69.02,1,2013,64.6,2008,59.8,2,200000
m,B.Tech/B.E.,information technology,Uttar Pradesh,76.9,0,2014,71.2,2009,72,2,265000
f,B.Tech/B.E.,electronics and communication engineering,Karnataka,77.4,0,2014,82.88,2010,87.33,2,220000
m,B.Tech/B.E.,computer engineering,Maharashtra,60.2,1,2013,86.15,2009,83,2,335000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,73,0,2014,92,2009,88.8,2,325000
m,B.Tech/B.E.,computer engineering,Haryana,70,0,2011,60,2006,64,2,240000
m,B.Tech/B.E.,automobile/automotive engineering,Madhya Pradesh,64.8,0,2013,82,2009,79.6,2,380000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,89.2,0,2012,81.67,2008,69,2,415000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,69.11,0,2010,74.4,2005,74.4,2,350000
m,B.Tech/B.E.,computer engineering,Orissa,78.5,0,2011,86.53,2007,71.55,2,480000
m,MCA,computer application,Andhra Pradesh,79.6,0,2012,86.5,2006,90.6,2,560000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,65.66,0,2014,65,2009,55.55,2,165000
m,B.Tech/B.E.,electronics & instrumentation eng,Tamil Nadu,80,1,2010,80,2007,94.5,2,350000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,81.02,1,2012,71,2008,75,2,500000
m,B.Tech/B.E.,information technology,Andhra Pradesh,70,0,2011,58,2006,69,2,605000
m,B.Tech/B.E.,information technology,Uttar Pradesh,74,0,2013,87.4,2009,84.8,2,320000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,69.53,1,2013,79.67,2008,72.67,2,100000
m,MCA,computer application,Maharashtra,65,0,2011,73.73,2005,72.5,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,76,0,2013,77.8,2009,78,2,315000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,76.6,0,2011,89,2006,75,2,490000
f,B.Tech/B.E.,computer science & engineering,Maharashtra,72,0,2014,86.92,2011,76,2,340000
m,M.Tech./M.E.,other,Tamil Nadu,90,0,2013,80.88,2005,66.3,2,145000
f,B.Tech/B.E.,information technology,Tamil Nadu,81,1,2013,83,2009,87.5,2,310000
m,B.Tech/B.E.,information technology,Madhya Pradesh,67,0,2009,78,2004,71.3,2,640000
m,B.Tech/B.E.,information technology,Uttar Pradesh,58,0,2013,80,2008,74,2,240000
f,B.Tech/B.E.,computer science & engineering,Punjab,83.02,0,2014,90,2010,79.4,2,300000
f,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,75.35,0,2012,81.7,2008,88.7,2,320000
f,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,66.68,0,2013,62,2008,61.4,2,140000
m,B.Tech/B.E.,electronics and communication engineering,Delhi,76,1,2012,91,2008,84,2,400000
f,B.Tech/B.E.,industrial & production engineering,Karnataka,76.5,0,2012,89.92,2008,77,2,480000
m,MCA,computer application,Delhi,74.74,1,2013,60.8,2006,66.66,2,250000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,77.32,0,2014,86.8,2010,75.2,2,260000
m,B.Tech/B.E.,electronics & telecommunications,Telangana,85.2,1,2010,83,2006,73,2,200000
f,B.Tech/B.E.,information technology,Uttar Pradesh,72.89,0,2013,70,2007,67,2,220000
m,B.Tech/B.E.,computer science & engineering,Punjab,75,0,2012,60,2006,54.66,2,130000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,98.4,0,2010,81,2006,86.1,2,380000
m,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,68.41,0,2013,75.06,2009,63.4,2,55000
m,B.Tech/B.E.,electronics & telecommunications,Orissa,72,0,2010,61.86,2007,77.56,2,450000
m,B.Tech/B.E.,mechanical and automation,Punjab,75,0,2015,88,2011,83,2,240000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,63.13,0,2015,86.16,2011,70.08,2,315000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,70.82,0,2013,53.3,2007,68.4,2,260000
f,B.Tech/B.E.,electronics and communication engineering,Karnataka,75.72,0,2012,82.83,2008,75.16,2,200000
f,MCA,computer application,Andhra Pradesh,74,0,2014,59,2007,69,2,120000
m,B.Tech/B.E.,electronics and instrumentation engineering,Uttar Pradesh,65.4,0,2013,66.8,2009,59.9,2,110000
m,B.Tech/B.E.,computer engineering,Madhya Pradesh,66.7,0,2013,77.2,2009,65.2,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,74.26,1,2011,91.5,2007,98.7,2,410000
m,MCA,computer application,Uttar Pradesh,75,0,2012,58,2006,47.2,2,150000
m,B.Tech/B.E.,electronics and communication engineering,Punjab,63.2,0,2014,90.2,2010,79.4,2,300000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,66.66,1,2010,52.5,2004,51.6,1,320000
m,B.Tech/B.E.,computer engineering,Maharashtra,58.35,1,2012,62.34,2008,62.26,2,235000
f,B.Tech/B.E.,information technology,Tamil Nadu,82,0,2010,78,2006,81,2,415000
m,B.Tech/B.E.,information technology,Punjab,66.24,0,2012,72,2008,57,2,270000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,65.64,0,2012,61.5,2008,64.4,2,280000
f,B.Tech/B.E.,computer science & engineering,Punjab,71.1,0,2014,62.6,2010,68.04,2,220000
f,B.Tech/B.E.,computer engineering,Andhra Pradesh,70,0,2010,85,2006,93,2,520000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,72,0,2011,72,2006,70,2,200000
f,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,74.28,0,2013,73.4,2009,82.8,2,85000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,72,0,2013,59,2009,72,2,250000
m,B.Tech/B.E.,electronics and communication engineering,Haryana,77.94,0,2013,79.6,2009,70.2,2,325000
f,B.Tech/B.E.,electronics and communication engineering,Delhi,76.3,1,2013,88,2009,87.8,1,120000
f,B.Tech/B.E.,electronics and communication engineering,Kerala,67,0,2013,88,2009,69,2,120000
m,B.Tech/B.E.,computer engineering,Karnataka,78,1,2011,76.2,2006,72.8,2,500000
f,B.Tech/B.E.,information technology,Karnataka,86.6,0,2012,92.64,2008,82.33,2,425000
m,B.Tech/B.E.,information technology,West Bengal,81,1,2014,76.7,2010,85.5,2,240000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,65.21,1,2013,83,2009,81,2,105000
f,MCA,computer application,Delhi,64.5,1,2012,75.2,2006,73.8,2,240000
m,B.Tech/B.E.,electronics and communication engineering,Orissa,78,0,2014,84,2010,84,2,350000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,75,1,2012,74.62,2008,70,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,70.8,1,2014,91.2,2010,70,2,315000
m,B.Tech/B.E.,computer engineering,Uttarakhand,61.3,0,2012,63,2006,66,2,240000
m,MCA,computer application,Uttar Pradesh,74,0,2013,51.6,2007,52,2,80000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,73.6,1,2014,82.1,2010,72.1,2,310000
m,MCA,computer application,Tamil Nadu,77,0,2013,64,2007,60,2,155000
m,B.Tech/B.E.,computer science & engineering,Andhra Pradesh,75.4,0,2014,88.6,2010,94.7,2,400000
m,B.Tech/B.E.,electronics and electrical engineering,Telangana,68,1,2010,80,2007,74.53,2,200000
m,B.Tech/B.E.,mechanical engineering,Rajasthan,67.21,1,2014,63.33,2009,68.15,2,100000
m,B.Tech/B.E.,mechanical engineering,Madhya Pradesh,73.8,0,2013,87.4,2009,83.4,2,600000
m,B.Tech/B.E.,electronics & telecommunications,Haryana,66,0,2010,73,2006,58,2,505000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,62.42,0,2014,60.2,2010,60.8,2,95000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,62,0,2011,72,2006,71.6,2,180000
m,B.Tech/B.E.,electrical engineering,West Bengal,78,1,2013,86.6,2009,81.5,2,265000
m,B.Tech/B.E.,civil engineering,West Bengal,67.77,0,2014,82.87,2010,60.42,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,70,1,2013,91.3,2009,91.2,2,350000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,73.2,1,2015,68.83,2010,62,2,220000
m,B.Tech/B.E.,information technology,Madhya Pradesh,71,0,2014,67,2010,62,2,310000
m,B.Tech/B.E.,information technology,Madhya Pradesh,64,0,2010,76,2005,84,2,525000
f,B.Tech/B.E.,computer science & engineering,Madhya Pradesh,79,0,2014,61,2009,67,2,150000
f,B.Tech/B.E.,electronics and communication engineering,West Bengal,79,1,2010,86.5,2005,81,2,405000
m,B.Tech/B.E.,mechanical engineering,Andhra Pradesh,66.67,0,2013,87,2009,79.9,2,175000
m,B.Tech/B.E.,information technology,Andhra Pradesh,69.04,0,2010,87,2006,90.6,2,490000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,72.22,0,2011,77.16,2006,71,2,460000
m,B.Tech/B.E.,electronics and communication engineering,Tamil Nadu,74,1,2013,71.2,2009,85.5,2,330000
m,B.Tech/B.E.,information technology,Karnataka,61.2,1,2011,83.8,2007,63.4,2,1100000
f,B.Tech/B.E.,electronics and electrical engineering,Andhra Pradesh,77.8,0,2013,86.5,2009,93.5,2,190000
f,B.Tech/B.E.,information technology,Uttarakhand,72,0,2014,82.66,2010,69.4,2,325000
m,B.Tech/B.E.,electronics and communication engineering,Telangana,67.81,1,2013,86.5,2010,69.16,2,300000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,65.89,1,2013,86,2007,72.8,1,325000
m,B.Tech/B.E.,electronics and electrical engineering,Delhi,67,1,2012,84.8,2006,85.8,2,180000
m,B.Tech/B.E.,electrical engineering,West Bengal,72,1,2014,75,2010,60.4,2,120000
m,B.Tech/B.E.,electronics and communication engineering,Jharkhand,69,0,2014,87,2009,68,2,275000
m,M.Tech./M.E.,electronics,Karnataka,71,1,2014,64,2008,63.33,2,40000
m,B.Tech/B.E.,mechanical engineering,Uttar Pradesh,73.6,0,2012,74,2006,76.6,2,410000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,70,1,2014,76.96,2010,70,2,100000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,72.3,0,2015,84.5,2011,85,2,350000
m,MCA,computer application,Uttar Pradesh,74.95,0,2014,68.6,2007,62.6,2,50000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,80,0,2013,92.3,2009,95,2,485000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,62,0,2013,90.6,2009,78,1,240000
m,B.Tech/B.E.,computer science & engineering,Tamil Nadu,70,1,2013,68,2009,72,2,300000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,69.3,0,2013,83.6,2009,90.2,2,330000
m,B.Tech/B.E.,information technology,West Bengal,72,0,2012,64,2008,61,2,100000
f,B.Tech/B.E.,computer engineering,Orissa,65,0,2011,78,2006,53,2,275000
m,B.Tech/B.E.,computer engineering,Karnataka,68.5,1,2010,86,2006,82.83,2,545000
m,B.Tech/B.E.,computer science & engineering,Uttarakhand,80,0,2013,67,2008,78,2,120000
m,B.Tech/B.E.,electronics and electrical engineering,Tamil Nadu,78.4,1,2013,87.4,2009,86.6,2,175000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,77.7,1,2013,71.13,2009,66,2,120000
m,B.Tech/B.E.,instrumentation engineering,Karnataka,84,1,2014,81.4,2010,74.4,2,200000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,59,0,2012,55,2005,68,2,180000
m,B.Tech/B.E.,computer engineering,Karnataka,88.3,0,2012,88.33,2008,85.2,2,395000
m,B.Tech/B.E.,industrial & production engineering,Madhya Pradesh,81.9,0,2013,91.6,2008,82.4,1,600000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,72.5,0,2014,80.6,2009,80.7,2,400000
m,B.Tech/B.E.,computer science & engineering,Uttar Pradesh,72,0,2013,76.6,2009,82.2,2,340000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,64,0,2013,76,2008,73,2,200000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,67,0,2010,62,2006,71,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,69,0,2014,53,2008,62,2,145000
m,B.Tech/B.E.,electronics and communication engineering,Gujarat,68,0,2012,82,2008,79.6,2,205000
f,B.Tech/B.E.,computer engineering,Tamil Nadu,85.9,0,2013,87.7,2009,88.5,2,410000
m,B.Tech/B.E.,electronics and communication engineering,Madhya Pradesh,73,0,2014,78.8,2009,70.4,2,150000
f,B.Tech/B.E.,electronics and communication engineering,Orissa,87,0,2012,88.88,2008,71,2,160000
m,B.Tech/B.E.,mechanical engineering,Tamil Nadu,87.2,0,2012,94.4,2008,94.16,2,495000
m,B.Tech/B.E.,electronics and communication engineering,Andhra Pradesh,69,0,2013,69,2009,61.3,2,250000
m,B.Tech/B.E.,electronics and electrical engineering,Karnataka,54,0,2011,73.8,2006,55.8,2,600000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,60.38,1,2011,67,2007,81,2,360000
m,B.Tech/B.E.,electronics and communication engineering,West Bengal,82.9,1,2013,82.25,2009,83.6,2,225000
m,B.Tech/B.E.,computer science & engineering,Kerala,67.27,0,2014,84,2010,78.8,1,450000
f,B.Tech/B.E.,computer science & engineering,Tamil Nadu,77.6,1,2013,84,2009,77,2,150000
f,B.Tech/B.E.,information technology,Uttar Pradesh,67.84,0,2014,72,2008,69.8,2,150000
m,B.Tech/B.E.,electronics and electrical engineering,Uttar Pradesh,54,0,2012,60,2007,63,2,205000
m,B.Tech/B.E.,information technology,Rajasthan,66.88,1,2013,69.83,2008,53.85,2,180000
m,B.Tech/B.E.,electronics and communication engineering,Uttarakhand,69.1,0,2013,78.83,2008,80.5,1,300000
m,B.Tech/B.E.,information technology,Telangana,75.4,1,2011,87.33,2007,89,2,560000
m,B.Tech/B.E.,electronics and communication engineering,Karnataka,93.6,0,2011,88.5,2007,85.4,2,655000
m,B.Tech/B.E.,computer science & engineering,Rajasthan,70.4,1,2014,68.14,2010,61.7,2,190000
m,B.Tech/B.E.,computer engineering,Uttar Pradesh,72.4,0,2011,75.2,2006,73.4,2,215000
m,B.Tech/B.E.,electronics and communication engineering,Uttar Pradesh,78,0,2013,87,2009,92,2,500000
